FECHA,PRODUCTO,PRECIO_SINTETICO,CANTIDAD
2025-04-18,Cebolla Larga,62.48,Atado/manojo - 30 Kg
2025-02-28,Cilantro,1.0,Atado/manojo - 6 Kg
2025-03-01,Cilantro,1.0,Atado/manojo - 6 Kg
2025-03-02,Cilantro,1.0,Atado/manojo - 6 Kg
2025-03-03,Cilantro,1.14,Atado/manojo - 6 Kg
2025-03-04,Cilantro,1.09,Atado/manojo - 6 Kg
2025-03-05,Cilantro,4.18,Atado/manojo - 6 Kg
2025-03-06,Cilantro,1.73,Atado/manojo - 6 Kg
2025-03-07,Cilantro,4.53,Atado/manojo - 6 Kg
2025-03-08,Cilantro,5.99,Atado/manojo - 6 Kg
2025-03-09,Cilantro,7.72,Atado/manojo - 6 Kg
2025-03-10,Cilantro,9.05,Atado/manojo - 6 Kg
2025-03-11,Cilantro,6.32,Atado/manojo - 6 Kg
2025-03-12,Cilantro,6.43,Atado/manojo - 6 Kg
2025-03-13,Cilantro,13.0,Atado/manojo - 6 Kg
2025-03-14,Cilantro,12.04,Atado/manojo - 6 Kg
2025-03-15,Cilantro,10.82,Atado/manojo - 6 Kg
2025-03-16,Cilantro,16.36,Atado/manojo - 6 Kg
2025-03-17,Cilantro,14.43,Atado/manojo - 6 Kg
2025-03-18,Cilantro,17.5,Atado/manojo - 6 Kg
2025-03-19,Cilantro,16.22,Atado/manojo - 6 Kg
2025-03-20,Cilantro,24.12,Atado/manojo - 6 Kg
2025-03-21,Cilantro,22.68,Atado/manojo - 6 Kg
2025-03-22,Cilantro,17.84,Atado/manojo - 6 Kg
2025-03-23,Cilantro,19.44,Atado/manojo - 6 Kg
2025-03-24,Cilantro,17.96,Atado/manojo - 6 Kg
2025-03-25,Cilantro,18.57,Atado/manojo - 6 Kg
2025-03-26,Cilantro,13.07,Atado/manojo - 6 Kg
2025-03-27,Cilantro,16.37,Atado/manojo - 6 Kg
2025-03-28,Cilantro,20.87,Atado/manojo - 6 Kg
2025-03-29,Cilantro,18.98,Atado/manojo - 6 Kg
2025-03-30,Cilantro,23.88,Atado/manojo - 6 Kg
2025-03-31,Cilantro,25.92,Atado/manojo - 6 Kg
2025-04-01,Cilantro,26.96,Atado/manojo - 6 Kg
2025-04-02,Cilantro,26.44,Atado/manojo - 6 Kg
2025-04-03,Cilantro,28.0,Atado/manojo - 6 Kg
2025-04-04,Cilantro,23.9,Atado/manojo - 6 Kg
2025-04-05,Cilantro,25.76,Atado/manojo - 6 Kg
2025-04-06,Cilantro,18.49,Atado/manojo - 6 Kg
2025-04-07,Cilantro,16.59,Atado/manojo - 6 Kg
2025-04-08,Cilantro,19.89,Atado/manojo - 6 Kg
2025-04-09,Cilantro,20.77,Atado/manojo - 6 Kg
2025-04-10,Cilantro,9.93,Atado/manojo - 6 Kg
2025-04-11,Cilantro,10.87,Atado/manojo - 6 Kg
2025-04-12,Cilantro,19.82,Atado/manojo - 6 Kg
2025-04-13,Cilantro,22.39,Atado/manojo - 6 Kg
2025-04-14,Cilantro,31.34,Atado/manojo - 6 Kg
2025-04-15,Cilantro,30.73,Atado/manojo - 6 Kg
2025-04-16,Cilantro,28.12,Atado/manojo - 6 Kg
2025-04-17,Cilantro,28.97,Atado/manojo - 6 Kg
2025-04-18,Cilantro,27.88,Atado/manojo - 6 Kg
2025-02-28,Durazno Nacional,9.03,Kilogramo - 1 Kg
2025-03-01,Durazno Nacional,11.02,Kilogramo - 1 Kg
2025-03-02,Durazno Nacional,7.09,Kilogramo - 1 Kg
2025-03-03,Durazno Nacional,10.03,Kilogramo - 1 Kg
2025-03-04,Durazno Nacional,7.91,Kilogramo - 1 Kg
2025-03-05,Durazno Nacional,7.33,Kilogramo - 1 Kg
2025-03-06,Durazno Nacional,8.67,Kilogramo - 1 Kg
2025-03-07,Durazno Nacional,6.76,Kilogramo - 1 Kg
2025-03-08,Durazno Nacional,7.68,Kilogramo - 1 Kg
2025-03-09,Durazno Nacional,6.34,Kilogramo - 1 Kg
2025-03-10,Durazno Nacional,12.62,Kilogramo - 1 Kg
2025-03-11,Durazno Nacional,8.72,Kilogramo - 1 Kg
2025-03-12,Durazno Nacional,7.2,Kilogramo - 1 Kg
2025-03-13,Durazno Nacional,8.98,Kilogramo - 1 Kg
2025-03-14,Durazno Nacional,8.29,Kilogramo - 1 Kg
2025-03-15,Durazno Nacional,8.02,Kilogramo - 1 Kg
2025-03-16,Durazno Nacional,9.64,Kilogramo - 1 Kg
2025-03-17,Durazno Nacional,9.89,Kilogramo - 1 Kg
2025-03-18,Durazno Nacional,7.26,Kilogramo - 1 Kg
2025-03-19,Durazno Nacional,7.12,Kilogramo - 1 Kg
2025-03-20,Durazno Nacional,7.45,Kilogramo - 1 Kg
2025-03-21,Durazno Nacional,3.4,Kilogramo - 1 Kg
2025-03-22,Durazno Nacional,4.97,Kilogramo - 1 Kg
2025-03-23,Durazno Nacional,10.73,Kilogramo - 1 Kg
2025-03-24,Durazno Nacional,11.29,Kilogramo - 1 Kg
2025-03-25,Durazno Nacional,7.5,Kilogramo - 1 Kg
2025-03-26,Durazno Nacional,9.15,Kilogramo - 1 Kg
2025-03-27,Durazno Nacional,8.62,Kilogramo - 1 Kg
2025-03-28,Durazno Nacional,14.16,Kilogramo - 1 Kg
2025-03-29,Durazno Nacional,10.24,Kilogramo - 1 Kg
2025-03-30,Durazno Nacional,7.74,Kilogramo - 1 Kg
2025-03-31,Durazno Nacional,6.09,Kilogramo - 1 Kg
2025-04-01,Durazno Nacional,4.79,Kilogramo - 1 Kg
2025-04-02,Durazno Nacional,8.41,Kilogramo - 1 Kg
2025-04-03,Durazno Nacional,6.49,Kilogramo - 1 Kg
2025-04-04,Durazno Nacional,5.16,Kilogramo - 1 Kg
2025-04-05,Durazno Nacional,6.71,Kilogramo - 1 Kg
2025-04-06,Durazno Nacional,5.84,Kilogramo - 1 Kg
2025-04-07,Durazno Nacional,11.37,Kilogramo - 1 Kg
2025-04-08,Durazno Nacional,9.76,Kilogramo - 1 Kg
2025-04-09,Durazno Nacional,7.98,Kilogramo - 1 Kg
2025-04-10,Durazno Nacional,10.96,Kilogramo - 1 Kg
2025-04-11,Durazno Nacional,8.15,Kilogramo - 1 Kg
2025-04-12,Durazno Nacional,6.28,Kilogramo - 1 Kg
2025-04-13,Durazno Nacional,11.05,Kilogramo - 1 Kg
2025-04-14,Durazno Nacional,9.08,Kilogramo - 1 Kg
2025-04-15,Durazno Nacional,5.93,Kilogramo - 1 Kg
2025-04-16,Durazno Nacional,7.62,Kilogramo - 1 Kg
2025-04-17,Durazno Nacional,6.25,Kilogramo - 1 Kg
2025-04-18,Durazno Nacional,5.23,Kilogramo - 1 Kg
2025-02-28,Espinaca,15.48,Atado/manojo - 4 Kg
2025-03-01,Espinaca,17.52,Atado/manojo - 4 Kg
2025-03-02,Espinaca,10.98,Atado/manojo - 4 Kg
2025-03-03,Espinaca,14.99,Atado/manojo - 4 Kg
2025-03-04,Espinaca,12.64,Atado/manojo - 4 Kg
2025-03-05,Espinaca,13.04,Atado/manojo - 4 Kg
2025-03-06,Espinaca,12.91,Atado/manojo - 4 Kg
2025-03-07,Espinaca,12.44,Atado/manojo - 4 Kg
2025-03-08,Espinaca,14.35,Atado/manojo - 4 Kg
2025-03-09,Espinaca,12.66,Atado/manojo - 4 Kg
2025-03-10,Espinaca,14.94,Atado/manojo - 4 Kg
2025-03-11,Espinaca,14.38,Atado/manojo - 4 Kg
2025-03-12,Espinaca,14.08,Atado/manojo - 4 Kg
2025-03-13,Espinaca,12.81,Atado/manojo - 4 Kg
2025-03-14,Espinaca,13.56,Atado/manojo - 4 Kg
2025-03-15,Espinaca,16.3,Atado/manojo - 4 Kg
2025-03-16,Espinaca,15.87,Atado/manojo - 4 Kg
2025-03-17,Espinaca,12.98,Atado/manojo - 4 Kg
2025-03-18,Espinaca,15.22,Atado/manojo - 4 Kg
2025-03-19,Espinaca,16.6,Atado/manojo - 4 Kg
2025-03-20,Espinaca,11.66,Atado/manojo - 4 Kg
2025-03-21,Espinaca,15.25,Atado/manojo - 4 Kg
2025-03-22,Espinaca,12.01,Atado/manojo - 4 Kg
2025-03-23,Espinaca,13.64,Atado/manojo - 4 Kg
2025-03-24,Espinaca,10.14,Atado/manojo - 4 Kg
2025-03-25,Espinaca,7.22,Atado/manojo - 4 Kg
2025-03-26,Espinaca,6.74,Atado/manojo - 4 Kg
2025-03-27,Espinaca,10.1,Atado/manojo - 4 Kg
2025-03-28,Espinaca,14.27,Atado/manojo - 4 Kg
2025-03-29,Espinaca,15.69,Atado/manojo - 4 Kg
2025-03-30,Espinaca,22.53,Atado/manojo - 4 Kg
2025-03-31,Espinaca,21.68,Atado/manojo - 4 Kg
2025-04-01,Espinaca,22.37,Atado/manojo - 4 Kg
2025-04-02,Espinaca,17.58,Atado/manojo - 4 Kg
2025-04-03,Espinaca,18.7,Atado/manojo - 4 Kg
2025-04-04,Espinaca,20.09,Atado/manojo - 4 Kg
2025-04-05,Espinaca,18.28,Atado/manojo - 4 Kg
2025-04-06,Espinaca,19.23,Atado/manojo - 4 Kg
2025-04-07,Espinaca,22.01,Atado/manojo - 4 Kg
2025-04-08,Espinaca,16.35,Atado/manojo - 4 Kg
2025-04-09,Espinaca,16.67,Atado/manojo - 4 Kg
2025-04-10,Espinaca,12.74,Atado/manojo - 4 Kg
2025-04-11,Espinaca,14.81,Atado/manojo - 4 Kg
2025-04-12,Espinaca,15.38,Atado/manojo - 4 Kg
2025-04-13,Espinaca,6.31,Atado/manojo - 4 Kg
2025-04-14,Espinaca,8.41,Atado/manojo - 4 Kg
2025-04-15,Espinaca,11.15,Atado/manojo - 4 Kg
2025-04-16,Espinaca,9.59,Atado/manojo - 4 Kg
2025-04-17,Espinaca,10.74,Atado/manojo - 4 Kg
2025-04-18,Espinaca,8.79,Atado/manojo - 4 Kg
2025-02-28,Feijoba,119.88,Canastilla - 22 Kg
2025-03-01,Feijoba,118.0,Canastilla - 22 Kg
2025-03-02,Feijoba,119.26,Canastilla - 22 Kg
2025-03-03,Feijoba,116.04,Canastilla - 22 Kg
2025-03-04,Feijoba,114.81,Canastilla - 22 Kg
2025-03-05,Feijoba,111.92,Canastilla - 22 Kg
2025-03-06,Feijoba,110.37,Canastilla - 22 Kg
2025-03-07,Feijoba,109.08,Canastilla - 22 Kg
2025-03-08,Feijoba,109.35,Canastilla - 22 Kg
2025-03-09,Feijoba,106.33,Canastilla - 22 Kg
2025-03-10,Feijoba,106.35,Canastilla - 22 Kg
2025-03-11,Feijoba,108.53,Canastilla - 22 Kg
2025-03-12,Feijoba,104.73,Canastilla - 22 Kg
2025-03-13,Feijoba,100.94,Canastilla - 22 Kg
2025-03-14,Feijoba,102.6,Canastilla - 22 Kg
2025-03-15,Feijoba,97.99,Canastilla - 22 Kg
2025-03-16,Feijoba,93.33,Canastilla - 22 Kg
2025-03-17,Feijoba,94.0,Canastilla - 22 Kg
2025-03-18,Feijoba,90.89,Canastilla - 22 Kg
2025-03-19,Feijoba,92.54,Canastilla - 22 Kg
2025-03-20,Feijoba,90.04,Canastilla - 22 Kg
2025-03-21,Feijoba,93.35,Canastilla - 22 Kg
2025-03-22,Feijoba,90.65,Canastilla - 22 Kg
2025-03-23,Feijoba,89.56,Canastilla - 22 Kg
2025-03-24,Feijoba,91.66,Canastilla - 22 Kg
2025-03-25,Feijoba,85.58,Canastilla - 22 Kg
2025-03-26,Feijoba,90.47,Canastilla - 22 Kg
2025-03-27,Feijoba,91.54,Canastilla - 22 Kg
2025-03-28,Feijoba,87.04,Canastilla - 22 Kg
2025-03-29,Feijoba,92.29,Canastilla - 22 Kg
2025-03-30,Feijoba,90.68,Canastilla - 22 Kg
2025-03-31,Feijoba,89.17,Canastilla - 22 Kg
2025-04-01,Feijoba,91.27,Canastilla - 22 Kg
2025-04-02,Feijoba,94.54,Canastilla - 22 Kg
2025-04-03,Feijoba,85.36,Canastilla - 22 Kg
2025-04-04,Feijoba,85.5,Canastilla - 22 Kg
2025-04-05,Feijoba,84.08,Canastilla - 22 Kg
2025-04-06,Feijoba,83.3,Canastilla - 22 Kg
2025-04-07,Feijoba,86.66,Canastilla - 22 Kg
2025-04-08,Feijoba,83.29,Canastilla - 22 Kg
2025-04-09,Feijoba,85.14,Canastilla - 22 Kg
2025-04-10,Feijoba,84.04,Canastilla - 22 Kg
2025-04-11,Feijoba,85.96,Canastilla - 22 Kg
2025-04-12,Feijoba,85.67,Canastilla - 22 Kg
2025-04-13,Feijoba,87.08,Canastilla - 22 Kg
2025-04-14,Feijoba,83.98,Canastilla - 22 Kg
2025-04-15,Feijoba,84.46,Canastilla - 22 Kg
2025-04-16,Feijoba,83.04,Canastilla - 22 Kg
2025-04-17,Feijoba,84.11,Canastilla - 22 Kg
2025-04-18,Feijoba,85.75,Canastilla - 22 Kg
2025-02-28,Fresa,16.73,Kilogramo - 1 Kg
2025-03-01,Fresa,13.22,Kilogramo - 1 Kg
2025-03-02,Fresa,16.65,Kilogramo - 1 Kg
2025-03-03,Fresa,17.46,Kilogramo - 1 Kg
2025-03-04,Fresa,15.42,Kilogramo - 1 Kg
2025-03-05,Fresa,18.18,Kilogramo - 1 Kg
2025-03-06,Fresa,12.72,Kilogramo - 1 Kg
2025-03-07,Fresa,11.63,Kilogramo - 1 Kg
2025-03-08,Fresa,10.4,Kilogramo - 1 Kg
2025-03-09,Fresa,16.79,Kilogramo - 1 Kg
2025-03-10,Fresa,14.95,Kilogramo - 1 Kg
2025-03-11,Fresa,13.38,Kilogramo - 1 Kg
2025-03-12,Fresa,13.89,Kilogramo - 1 Kg
2025-03-13,Fresa,10.92,Kilogramo - 1 Kg
2025-03-14,Fresa,17.9,Kilogramo - 1 Kg
2025-03-15,Fresa,13.11,Kilogramo - 1 Kg
2025-03-16,Fresa,12.92,Kilogramo - 1 Kg
2025-03-17,Fresa,13.99,Kilogramo - 1 Kg
2025-03-18,Fresa,13.34,Kilogramo - 1 Kg
2025-03-19,Fresa,12.67,Kilogramo - 1 Kg
2025-03-20,Fresa,10.42,Kilogramo - 1 Kg
2025-03-21,Fresa,12.94,Kilogramo - 1 Kg
2025-03-22,Fresa,15.76,Kilogramo - 1 Kg
2025-03-23,Fresa,14.69,Kilogramo - 1 Kg
2025-03-24,Fresa,15.19,Kilogramo - 1 Kg
2025-03-25,Fresa,10.98,Kilogramo - 1 Kg
2025-03-26,Fresa,10.02,Kilogramo - 1 Kg
2025-03-27,Fresa,11.75,Kilogramo - 1 Kg
2025-03-28,Fresa,12.11,Kilogramo - 1 Kg
2025-03-29,Fresa,14.19,Kilogramo - 1 Kg
2025-03-30,Fresa,8.62,Kilogramo - 1 Kg
2025-03-31,Fresa,15.06,Kilogramo - 1 Kg
2025-04-01,Fresa,12.18,Kilogramo - 1 Kg
2025-04-02,Fresa,12.15,Kilogramo - 1 Kg
2025-04-03,Fresa,7.98,Kilogramo - 1 Kg
2025-04-04,Fresa,6.94,Kilogramo - 1 Kg
2025-04-05,Fresa,12.15,Kilogramo - 1 Kg
2025-04-06,Fresa,10.9,Kilogramo - 1 Kg
2025-04-07,Fresa,8.42,Kilogramo - 1 Kg
2025-04-08,Fresa,8.91,Kilogramo - 1 Kg
2025-04-09,Fresa,11.33,Kilogramo - 1 Kg
2025-04-10,Fresa,13.34,Kilogramo - 1 Kg
2025-04-11,Fresa,9.48,Kilogramo - 1 Kg
2025-04-12,Fresa,6.99,Kilogramo - 1 Kg
2025-04-13,Fresa,9.51,Kilogramo - 1 Kg
2025-04-14,Fresa,9.45,Kilogramo - 1 Kg
2025-04-15,Fresa,4.61,Kilogramo - 1 Kg
2025-04-16,Fresa,9.89,Kilogramo - 1 Kg
2025-04-17,Fresa,9.54,Kilogramo - 1 Kg
2025-04-18,Fresa,11.39,Kilogramo - 1 Kg
2025-02-27,Frijol Verde,312.88,Bulto - 50 Kg
2025-02-28,Frijol Verde,309.55,Bulto - 50 Kg
2025-03-01,Frijol Verde,304.88,Bulto - 50 Kg
2025-03-02,Frijol Verde,301.33,Bulto - 50 Kg
2025-03-03,Frijol Verde,306.82,Bulto - 50 Kg
2025-03-04,Frijol Verde,299.91,Bulto - 50 Kg
2025-03-05,Frijol Verde,297.94,Bulto - 50 Kg
2025-03-06,Frijol Verde,295.99,Bulto - 50 Kg
2025-03-07,Frijol Verde,294.56,Bulto - 50 Kg
2025-03-08,Frijol Verde,291.99,Bulto - 50 Kg
2025-03-09,Frijol Verde,289.25,Bulto - 50 Kg
2025-03-10,Frijol Verde,287.44,Bulto - 50 Kg
2025-03-11,Frijol Verde,286.58,Bulto - 50 Kg
2025-03-12,Frijol Verde,283.68,Bulto - 50 Kg
2025-03-13,Frijol Verde,281.46,Bulto - 50 Kg
2025-03-14,Frijol Verde,281.23,Bulto - 50 Kg
2025-03-15,Frijol Verde,278.63,Bulto - 50 Kg
2025-03-16,Frijol Verde,280.27,Bulto - 50 Kg
2025-03-17,Frijol Verde,270.09,Bulto - 50 Kg
2025-03-18,Frijol Verde,275.69,Bulto - 50 Kg
2025-03-19,Frijol Verde,282.49,Bulto - 50 Kg
2025-03-20,Frijol Verde,175.85,Bulto - 50 Kg
2025-03-21,Frijol Verde,195.98,Bulto - 50 Kg
2025-03-22,Frijol Verde,212.59,Bulto - 50 Kg
2025-03-23,Frijol Verde,227.18,Bulto - 50 Kg
2025-03-24,Frijol Verde,245.11,Bulto - 50 Kg
2025-03-25,Frijol Verde,261.11,Bulto - 50 Kg
2025-03-26,Frijol Verde,283.5,Bulto - 50 Kg
2025-03-27,Frijol Verde,251.87,Bulto - 50 Kg
2025-03-28,Frijol Verde,260.04,Bulto - 50 Kg
2025-03-29,Frijol Verde,266.44,Bulto - 50 Kg
2025-03-30,Frijol Verde,270.24,Bulto - 50 Kg
2025-03-31,Frijol Verde,278.95,Bulto - 50 Kg
2025-04-01,Frijol Verde,280.98,Bulto - 50 Kg
2025-04-02,Frijol Verde,277.56,Bulto - 50 Kg
2025-04-03,Frijol Verde,261.43,Bulto - 50 Kg
2025-04-04,Frijol Verde,264.52,Bulto - 50 Kg
2025-04-05,Frijol Verde,269.25,Bulto - 50 Kg
2025-04-06,Frijol Verde,276.42,Bulto - 50 Kg
2025-04-07,Frijol Verde,280.89,Bulto - 50 Kg
2025-04-08,Frijol Verde,289.28,Bulto - 50 Kg
2025-04-09,Frijol Verde,302.32,Bulto - 50 Kg
2025-04-10,Frijol Verde,297.84,Bulto - 50 Kg
2025-04-11,Frijol Verde,288.73,Bulto - 50 Kg
2025-04-12,Frijol Verde,276.19,Bulto - 50 Kg
2025-04-13,Frijol Verde,261.88,Bulto - 50 Kg
2025-04-14,Frijol Verde,250.65,Bulto - 50 Kg
2025-04-15,Frijol Verde,247.5,Bulto - 50 Kg
2025-04-16,Frijol Verde,251.85,Bulto - 50 Kg
2025-04-17,Frijol Verde,249.63,Bulto - 50 Kg
2025-02-25,Guanabana,4.91,Kilogramo - 1 Kg
2025-02-26,Guanabana,8.05,Kilogramo - 1 Kg
2025-02-27,Guanabana,4.52,Kilogramo - 1 Kg
2025-02-28,Guanabana,3.1,Kilogramo - 1 Kg
2025-03-01,Guanabana,2.79,Kilogramo - 1 Kg
2025-03-02,Guanabana,7.1,Kilogramo - 1 Kg
2025-03-03,Guanabana,3.32,Kilogramo - 1 Kg
2025-03-04,Guanabana,9.37,Kilogramo - 1 Kg
2025-03-05,Guanabana,1.69,Kilogramo - 1 Kg
2025-03-06,Guanabana,9.22,Kilogramo - 1 Kg
2025-03-07,Guanabana,6.24,Kilogramo - 1 Kg
2025-03-08,Guanabana,5.62,Kilogramo - 1 Kg
2025-03-09,Guanabana,4.7,Kilogramo - 1 Kg
2025-03-10,Guanabana,6.58,Kilogramo - 1 Kg
2025-03-11,Guanabana,5.68,Kilogramo - 1 Kg
2025-03-12,Guanabana,7.96,Kilogramo - 1 Kg
2025-03-13,Guanabana,5.97,Kilogramo - 1 Kg
2025-03-14,Guanabana,6.02,Kilogramo - 1 Kg
2025-03-15,Guanabana,4.98,Kilogramo - 1 Kg
2025-03-16,Guanabana,5.58,Kilogramo - 1 Kg
2025-03-17,Guanabana,6.62,Kilogramo - 1 Kg
2025-03-18,Guanabana,2.58,Kilogramo - 1 Kg
2025-03-19,Guanabana,3.3,Kilogramo - 1 Kg
2025-03-20,Guanabana,7.49,Kilogramo - 1 Kg
2025-03-21,Guanabana,6.26,Kilogramo - 1 Kg
2025-03-22,Guanabana,5.47,Kilogramo - 1 Kg
2025-03-23,Guanabana,5.79,Kilogramo - 1 Kg
2025-03-24,Guanabana,6.36,Kilogramo - 1 Kg
2025-03-25,Guanabana,4.5,Kilogramo - 1 Kg
2025-03-26,Guanabana,3.94,Kilogramo - 1 Kg
2025-03-27,Guanabana,5.89,Kilogramo - 1 Kg
2025-03-28,Guanabana,3.54,Kilogramo - 1 Kg
2025-03-29,Guanabana,6.32,Kilogramo - 1 Kg
2025-03-30,Guanabana,2.09,Kilogramo - 1 Kg
2025-03-31,Guanabana,7.56,Kilogramo - 1 Kg
2025-04-01,Guanabana,6.2,Kilogramo - 1 Kg
2025-04-02,Guanabana,5.51,Kilogramo - 1 Kg
2025-04-03,Guanabana,6.97,Kilogramo - 1 Kg
2025-04-04,Guanabana,8.46,Kilogramo - 1 Kg
2025-04-05,Guanabana,7.28,Kilogramo - 1 Kg
2025-04-06,Guanabana,1.69,Kilogramo - 1 Kg
2025-04-07,Guanabana,2.94,Kilogramo - 1 Kg
2025-04-08,Guanabana,4.25,Kilogramo - 1 Kg
2025-04-09,Guanabana,5.55,Kilogramo - 1 Kg
2025-04-10,Guanabana,6.54,Kilogramo - 1 Kg
2025-04-11,Guanabana,4.05,Kilogramo - 1 Kg
2025-04-12,Guanabana,5.87,Kilogramo - 1 Kg
2025-04-13,Guanabana,3.99,Kilogramo - 1 Kg
2025-04-14,Guanabana,4.28,Kilogramo - 1 Kg
2025-04-15,Guanabana,2.69,Kilogramo - 1 Kg
2025-02-27,Guayaba,71.09,Canastilla - 22 Kg
2025-02-28,Guayaba,69.76,Canastilla - 22 Kg
2025-03-01,Guayaba,70.02,Canastilla - 22 Kg
2025-03-02,Guayaba,73.6,Canastilla - 22 Kg
2025-03-03,Guayaba,69.11,Canastilla - 22 Kg
2025-03-04,Guayaba,75.79,Canastilla - 22 Kg
2025-03-05,Guayaba,71.03,Canastilla - 22 Kg
2025-03-06,Guayaba,69.93,Canastilla - 22 Kg
2025-03-07,Guayaba,67.36,Canastilla - 22 Kg
2025-03-08,Guayaba,70.0,Canastilla - 22 Kg
2025-03-09,Guayaba,66.96,Canastilla - 22 Kg
2025-03-10,Guayaba,67.87,Canastilla - 22 Kg
2025-03-11,Guayaba,72.27,Canastilla - 22 Kg
2025-03-12,Guayaba,66.48,Canastilla - 22 Kg
2025-03-13,Guayaba,68.48,Canastilla - 22 Kg
2025-03-14,Guayaba,64.29,Canastilla - 22 Kg
2025-03-15,Guayaba,65.15,Canastilla - 22 Kg
2025-03-16,Guayaba,68.28,Canastilla - 22 Kg
2025-03-17,Guayaba,63.0,Canastilla - 22 Kg
2025-03-18,Guayaba,67.39,Canastilla - 22 Kg
2025-03-19,Guayaba,61.42,Canastilla - 22 Kg
2025-03-20,Guayaba,58.88,Canastilla - 22 Kg
2025-03-21,Guayaba,62.1,Canastilla - 22 Kg
2025-03-22,Guayaba,63.61,Canastilla - 22 Kg
2025-03-23,Guayaba,63.74,Canastilla - 22 Kg
2025-03-24,Guayaba,60.19,Canastilla - 22 Kg
2025-03-25,Guayaba,62.71,Canastilla - 22 Kg
2025-03-26,Guayaba,64.5,Canastilla - 22 Kg
2025-03-27,Guayaba,64.85,Canastilla - 22 Kg
2025-03-28,Guayaba,66.24,Canastilla - 22 Kg
2025-03-29,Guayaba,65.36,Canastilla - 22 Kg
2025-03-30,Guayaba,62.33,Canastilla - 22 Kg
2025-03-31,Guayaba,65.76,Canastilla - 22 Kg
2025-04-01,Guayaba,63.72,Canastilla - 22 Kg
2025-04-02,Guayaba,61.12,Canastilla - 22 Kg
2025-04-03,Guayaba,62.16,Canastilla - 22 Kg
2025-04-04,Guayaba,61.67,Canastilla - 22 Kg
2025-04-05,Guayaba,60.92,Canastilla - 22 Kg
2025-04-06,Guayaba,59.86,Canastilla - 22 Kg
2025-04-07,Guayaba,56.68,Canastilla - 22 Kg
2025-04-08,Guayaba,60.86,Canastilla - 22 Kg
2025-04-09,Guayaba,60.42,Canastilla - 22 Kg
2025-04-10,Guayaba,55.54,Canastilla - 22 Kg
2025-04-11,Guayaba,52.45,Canastilla - 22 Kg
2025-04-12,Guayaba,52.84,Canastilla - 22 Kg
2025-04-13,Guayaba,57.11,Canastilla - 22 Kg
2025-04-14,Guayaba,54.92,Canastilla - 22 Kg
2025-04-15,Guayaba,56.36,Canastilla - 22 Kg
2025-04-16,Guayaba,55.06,Canastilla - 22 Kg
2025-04-17,Guayaba,55.06,Canastilla - 22 Kg
2025-02-27,Habichuela,233.07,Bulto - 50 Kg
2025-02-28,Habichuela,226.62,Bulto - 50 Kg
2025-03-01,Habichuela,224.3,Bulto - 50 Kg
2025-03-02,Habichuela,219.64,Bulto - 50 Kg
2025-03-03,Habichuela,216.15,Bulto - 50 Kg
2025-03-04,Habichuela,212.85,Bulto - 50 Kg
2025-03-05,Habichuela,210.37,Bulto - 50 Kg
2025-03-06,Habichuela,205.43,Bulto - 50 Kg
2025-03-07,Habichuela,205.35,Bulto - 50 Kg
2025-03-08,Habichuela,197.51,Bulto - 50 Kg
2025-03-09,Habichuela,195.38,Bulto - 50 Kg
2025-03-10,Habichuela,191.33,Bulto - 50 Kg
2025-03-11,Habichuela,191.56,Bulto - 50 Kg
2025-03-12,Habichuela,185.51,Bulto - 50 Kg
2025-03-13,Habichuela,183.64,Bulto - 50 Kg
2025-03-14,Habichuela,175.07,Bulto - 50 Kg
2025-03-15,Habichuela,175.02,Bulto - 50 Kg
2025-03-16,Habichuela,172.73,Bulto - 50 Kg
2025-03-17,Habichuela,167.56,Bulto - 50 Kg
2025-03-18,Habichuela,165.99,Bulto - 50 Kg
2025-03-19,Habichuela,188.97,Bulto - 50 Kg
2025-03-20,Habichuela,182.82,Bulto - 50 Kg
2025-03-21,Habichuela,176.26,Bulto - 50 Kg
2025-03-22,Habichuela,162.61,Bulto - 50 Kg
2025-03-23,Habichuela,154.11,Bulto - 50 Kg
2025-03-24,Habichuela,149.57,Bulto - 50 Kg
2025-03-25,Habichuela,141.49,Bulto - 50 Kg
2025-03-26,Habichuela,128.95,Bulto - 50 Kg
2025-03-27,Habichuela,159.16,Bulto - 50 Kg
2025-03-28,Habichuela,156.94,Bulto - 50 Kg
2025-03-29,Habichuela,152.31,Bulto - 50 Kg
2025-03-30,Habichuela,150.66,Bulto - 50 Kg
2025-03-31,Habichuela,147.99,Bulto - 50 Kg
2025-04-01,Habichuela,143.46,Bulto - 50 Kg
2025-04-02,Habichuela,139.93,Bulto - 50 Kg
2025-04-03,Habichuela,100.47,Bulto - 50 Kg
2025-04-04,Habichuela,115.6,Bulto - 50 Kg
2025-04-05,Habichuela,123.0,Bulto - 50 Kg
2025-04-06,Habichuela,139.47,Bulto - 50 Kg
2025-04-07,Habichuela,149.57,Bulto - 50 Kg
2025-04-08,Habichuela,149.9,Bulto - 50 Kg
2025-04-09,Habichuela,151.35,Bulto - 50 Kg
2025-04-10,Habichuela,117.75,Bulto - 50 Kg
2025-04-11,Habichuela,115.76,Bulto - 50 Kg
2025-04-12,Habichuela,110.33,Bulto - 50 Kg
2025-04-13,Habichuela,105.98,Bulto - 50 Kg
2025-04-14,Habichuela,100.58,Bulto - 50 Kg
2025-04-15,Habichuela,104.91,Bulto - 50 Kg
2025-04-16,Habichuela,98.72,Bulto - 50 Kg
